customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,StreamingTV,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-03595,Male,0,Yes,No,28,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,One year,No,Electronic check,73.1,2050.19,No
CUST-03596,Female,0,No,No,40,Yes,No,DSL,Yes,No,Yes,Month-to-month,Yes,Electronic check,42.17,1671.33,Yes
CUST-03597,Male,1,No,Yes,55,Yes,Yes,DSL,No,Yes,Yes,One year,Yes,Credit card,118.85,6525.75,No
CUST-03598,Female,0,No,Yes,15,Yes,No,DSL,Yes,No internet service,No internet service,Two year,Yes,Credit card,110.77,1635.1,No
CUST-03599,Male,1,Yes,No,11,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,57.86,656.39,Yes
CUST-03600,Male,0,No,Yes,65,Yes,No,Fiber optic,No,No internet service,No,Two year,Yes,Credit card,43.91,2861.34,No
CUST-03601,Female,0,Yes,Yes,61,Yes,No,DSL,No,No,Yes,Month-to-month,No,Mailed check,49.32,3053.76,Yes
CUST-03602,Male,0,Yes,No,18,Yes,No,Fiber optic,No,No,No,Month-to-month,Yes,Electronic check,117.98,2109.19,No
CUST-03603,Female,1,Yes,No,29,Yes,No phone service,No,No internet service,No internet service,Yes,One year,Yes,Mailed check,59.52,1715.51,No
CUST-03604,Female,0,Yes,Yes,15,Yes,No,Fiber optic,No,No,Yes,Month-to-month,Yes,Mailed check,111.02,1631.8,Yes
CUST-03605,Male,0,Yes,Yes,12,No,No,DSL,Yes,No,Yes,Month-to-month,No,Credit card,24.02,299.41,Yes
CUST-03606,Female,0,No,No,68,Yes,Yes,Fiber optic,No,No internet service,Yes,Month-to-month,Yes,Electronic check,97.23,6571.14,Yes
CUST-03607,Female,0,No,No,22,Yes,No,DSL,No internet service,Yes,No,One year,Yes,Credit card,95.74,2153.1,No
CUST-03608,Male,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,Two year,Yes,Electronic check,84.4,5189.41,No
CUST-03609,Female,1,No,No,30,Yes,No phone service,Fiber optic,No,No,No,Month-to-month,No,Bank transfer,30.35,930.47,Yes
CUST-03610,Male,1,No,No,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,118.1,6122.93,Yes
CUST-03611,Male,0,No,No,16,Yes,Yes,Fiber optic,Yes,Yes,No,One year,Yes,Electronic check,39.7,620.82,No
CUST-03612,Male,1,No,No,48,No,Yes,Fiber optic,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,90.39,4297.43,No
CUST-03613,Male,0,No,Yes,48,Yes,Yes,No,No internet service,No,No,Month-to-month,No,Electronic check,94.65,4517.9,Yes
CUST-03614,Female,0,No,No,66,Yes,No,Fiber optic,Yes,No internet service,No,One year,Yes,Mailed check,95.51,6288.96,No
CUST-03615,Male,0,No,No,25,Yes,No,Fiber optic,No internet service,No internet service,No,Month-to-month,No,Credit card,102.25,2551.04,Yes
CUST-03616,Male,0,Yes,Yes,12,Yes,No phone service,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,118.89,1423.11,Yes
CUST-03617,Female,1,Yes,No,37,Yes,Yes,DSL,No,No internet service,No internet service,Two year,Yes,Mailed check,27.79,1066.74,No
CUST-03618,Male,0,Yes,Yes,21,Yes,Yes,DSL,No,No internet service,No,Month-to-month,Yes,Credit card,66.16,1384.34,Yes
CUST-03619,Male,0,No,Yes,28,Yes,No,No,No,Yes,Yes,Two year,No,Mailed check,117.43,3333.78,No
CUST-03620,Female,0,No,No,44,Yes,Yes,Fiber optic,No internet service,No internet service,No,Two year,Yes,Electronic check,107.97,4709.06,No
CUST-03621,Female,0,Yes,Yes,45,Yes,No,Fiber optic,No,No,No,Month-to-month,Yes,Credit card,119.04,5327.9,No
CUST-03622,Female,0,No,No,38,Yes,Yes,No,No,No internet service,Yes,One year,Yes,Electronic check,77.41,2930.38,No
CUST-03623,Female,1,No,No,68,No,No,Fiber optic,No internet service,No internet service,Yes,Two year,No,Bank transfer,86.63,5929.66,No
CUST-03624,Female,0,Yes,No,67,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,44.91,2971.19,No
CUST-03625,Female,0,Yes,No,38,Yes,Yes,No,No,No,No internet service,Two year,Yes,Electronic check,64.75,2446.01,Yes
CUST-03626,Female,0,Yes,No,19,Yes,No,DSL,No,Yes,No,Month-to-month,Yes,Credit card,20.14,343.88,Yes
CUST-03627,Male,0,No,Yes,67,Yes,No,Fiber optic,No internet service,No,No,One year,Yes,Credit card,91.41,6151.87,No
CUST-03628,Female,0,No,No,34,Yes,No phone service,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,112.44,3801.21,Yes
CUST-03629,Female,0,No,No,7,Yes,No,Fiber optic,No internet service,No internet service,No,One year,Yes,Bank transfer,29.44,199.52,Yes
CUST-03630,Female,0,Yes,Yes,51,Yes,No,Fiber optic,No,No,No,One year,Yes,Electronic check,64.35,3313.59,Yes
CUST-03631,Male,0,Yes,Yes,39,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Month-to-month,Yes,Credit card,81.56,3147.62,Yes
CUST-03632,Male,0,No,Yes,35,Yes,Yes,DSL,No internet service,No,Yes,Month-to-month,No,Bank transfer,82.48,2931.52,No
CUST-03633,Female,0,Yes,No,5,Yes,No,DSL,No,Yes,Yes,Month-to-month,Yes,Credit card,49.27,235.74,No
CUST-03634,Female,0,Yes,No,69,Yes,Yes,Fiber optic,No,No,No internet service,Month-to-month,Yes,Mailed check,20.02,1364.42,No
CUST-03635,Female,0,No,No,72,No,No,Fiber optic,No internet service,No,No internet service,Month-to-month,No,Credit card,108.56,7785.4,Yes
CUST-03636,Male,0,Yes,No,15,No,No,Fiber optic,No,Yes,No internet service,Two year,No,Bank transfer,27.36,407.15,No
CUST-03637,Male,1,Yes,No,45,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card,36.12,1673.47,No
CUST-03638,Female,0,Yes,No,58,Yes,Yes,DSL,No,No internet service,No,Month-to-month,No,Bank transfer,116.2,6738.7,Yes
CUST-03639,Male,0,No,No,37,Yes,No,Fiber optic,No,No,No,One year,No,Mailed check,69.04,2549.69,Yes
CUST-03640,Female,0,No,No,17,Yes,No,Fiber optic,No,Yes,Yes,Two year,Yes,Mailed check,107.15,1772.31,No
CUST-03641,Male,0,Yes,No,11,Yes,No phone service,No,No,No internet service,No,Month-to-month,Yes,Mailed check,109.49,1183.16,No
CUST-03642,Male,0,No,No,53,Yes,No,Fiber optic,No internet service,No,No,Month-to-month,No,Credit card,118.92,6275.55,Yes
CUST-03643,Female,1,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Mailed check,22.15,972.8,No
CUST-03644,Female,0,No,No,0,Yes,No,Fiber optic,Yes,No internet service,No internet service,One year,No,Mailed check,23.41,0.0,Yes
CUST-03645,Female,0,Yes,No,14,Yes,No,Fiber optic,No,Yes,No,One year,Yes,Mailed check,37.45,487.86,No
CUST-03646,Female,0,No,No,20,Yes,Yes,DSL,Yes,Yes,No,Month-to-month,No,Bank transfer,84.95,1699.3,Yes
CUST-03647,Male,0,Yes,No,0,Yes,Yes,DSL,No,No,No,Two year,No,Mailed check,44.72,0.0,Yes
CUST-03648,Male,0,Yes,No,66,Yes,No,DSL,Yes,Yes,No internet service,Month-to-month,No,Credit card,68.55,4496.57,No
CUST-03649,Male,1,No,No,11,Yes,No,DSL,Yes,Yes,No,Two year,No,Credit card,98.21,1110.14,No
CUST-03650,Female,0,Yes,No,27,Yes,Yes,Fiber optic,No internet service,No,No,Month-to-month,No,Mailed check,36.95,1040.33,Yes
CUST-03651,Male,0,No,Yes,38,Yes,No phone service,Fiber optic,No,No internet service,Yes,Month-to-month,Yes,Credit card,47.16,1755.49,Yes
CUST-03652,Female,0,No,Yes,36,Yes,No,DSL,No,No,No,Month-to-month,Yes,Mailed check,92.21,3279.3,Yes
CUST-03653,Male,0,Yes,No,59,Yes,No phone service,DSL,Yes,Yes,No,Two year,Yes,Mailed check,18.78,1092.5,No
CUST-03654,Female,0,Yes,No,30,Yes,No,Fiber optic,No internet service,No internet service,No,Month-to-month,No,Credit card,95.25,2868.54,Yes
CUST-03655,Female,0,No,No,57,Yes,No,DSL,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,86.98,4971.06,No
CUST-03656,Male,0,No,No,10,Yes,Yes,DSL,No,Yes,No,Month-to-month,No,Credit card,31.22,324.7,No
CUST-03657,Female,0,No,No,28,Yes,No,No,No,No,No,One year,Yes,Bank transfer,42.87,1207.93,No
CUST-03658,Female,0,No,Yes,12,Yes,No,DSL,Yes,No,No,Month-to-month,Yes,Bank transfer,19.57,223.42,Yes
CUST-03659,Male,0,Yes,Yes,50,Yes,No,DSL,No,No,Yes,Two year,Yes,Electronic check,77.3,3893.2,No
CUST-03660,Female,0,Yes,No,53,Yes,Yes,DSL,No,No internet service,No,Month-to-month,No,Bank transfer,58.5,3145.82,No
CUST-03661,Female,0,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,61.19,1110.38,Yes
CUST-03662,Female,0,No,No,57,Yes,No,Fiber optic,No,No,Yes,Month-to-month,Yes,Credit card,28.52,1597.58,Yes
CUST-03663,Male,0,Yes,No,35,Yes,Yes,DSL,No,Yes,Yes,One year,Yes,Bank transfer,53.94,1894.08,Yes
CUST-03664,Male,0,Yes,No,27,Yes,Yes,Fiber optic,Yes,No,Yes,Two year,Yes,Mailed check,111.74,3042.53,No
CUST-03665,Female,0,Yes,No,67,No,Yes,DSL,Yes,No,Yes,Month-to-month,No,Bank transfer,24.6,1681.17,No
CUST-03666,Male,0,Yes,No,2,Yes,No,Fiber optic,Yes,No,No internet service,Two year,Yes,Electronic check,117.45,256.73,Yes
CUST-03667,Female,1,No,Yes,40,Yes,No,Fiber optic,No,No internet service,No,Two year,No,Bank transfer,104.5,4219.05,No
CUST-03668,Female,0,Yes,No,34,Yes,Yes,DSL,Yes,Yes,Yes,Two year,Yes,Electronic check,38.7,1361.0,No
CUST-03669,Female,0,Yes,No,49,Yes,Yes,Fiber optic,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,89.95,4406.75,Yes
CUST-03670,Female,0,Yes,Yes,29,Yes,No,Fiber optic,No internet service,No,Yes,Two year,No,Credit card,27.28,795.22,No
CUST-03671,Female,0,Yes,Yes,71,Yes,Yes,No,No,No internet service,Yes,Two year,Yes,Bank transfer,34.29,2418.34,No
CUST-03672,Male,0,No,Yes,69,Yes,No,No,No internet service,No internet service,No,One year,Yes,Mailed check,67.77,4692.02,No
CUST-03673,Female,0,No,Yes,53,Yes,No,Fiber optic,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,58.85,3128.62,Yes
CUST-03674,Male,0,Yes,No,70,Yes,No,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer,101.13,7046.97,Yes
CUST-03675,Male,0,No,No,50,Yes,No,Fiber optic,No internet service,Yes,Yes,Two year,No,Bank transfer,113.8,5709.44,No
CUST-03676,Female,0,No,No,27,No,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Credit card,114.17,3113.09,No
CUST-03677,Female,0,No,No,63,Yes,Yes,Fiber optic,No internet service,No,Yes,Month-to-month,Yes,Mailed check,32.99,2046.47,Yes
CUST-03678,Male,0,No,No,20,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Mailed check,88.0,1726.42,Yes
CUST-03679,Male,0,Yes,No,26,Yes,No phone service,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer,76.22,1995.63,Yes
CUST-03680,Male,0,No,No,26,Yes,No,No,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,55.76,1411.38,No
CUST-03681,Female,0,No,No,49,Yes,Yes,DSL,No internet service,Yes,No,One year,Yes,Electronic check,119.47,5884.99,Yes
CUST-03682,Male,0,Yes,No,28,Yes,No,DSL,No,No,Yes,Month-to-month,Yes,Credit card,64.52,1820.86,Yes
CUST-03683,Female,1,Yes,No,38,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer,85.86,3215.92,No
CUST-03684,Female,0,Yes,No,56,Yes,No,Fiber optic,Yes,Yes,Yes,One year,Yes,Mailed check,69.29,3907.28,No
CUST-03685,Female,0,Yes,Yes,36,No,No,No,Yes,Yes,No,Two year,No,Bank transfer,28.5,1026.99,No
CUST-03686,Male,0,No,No,63,Yes,Yes,No,No internet service,No,No,One year,No,Mailed check,32.39,2040.19,No
CUST-03687,Female,0,Yes,No,47,Yes,No,No,No,No internet service,No,Month-to-month,Yes,Electronic check,94.51,4423.16,Yes
CUST-03688,Female,0,No,Yes,21,Yes,No,Fiber optic,Yes,No internet service,No,Two year,Yes,Bank transfer,99.77,2073.52,No
CUST-03689,Female,0,No,No,29,Yes,No,DSL,No,Yes,Yes,One year,No,Credit card,55.11,1598.22,No
CUST-03690,Female,0,Yes,No,27,Yes,No,Fiber optic,Yes,No internet service,No,Month-to-month,Yes,Mailed check,24.83,620.72,No
CUST-03691,Female,0,Yes,Yes,22,Yes,No,No,No,No,No,One year,Yes,Credit card,115.61,2572.93,No
CUST-03692,Male,0,No,No,3,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Credit card,68.7,234.5,Yes
CUST-03693,Female,1,No,Yes,2,Yes,No phone service,Fiber optic,No,No,No,Two year,Yes,Electronic check,31.68,86.92,No
CUST-03694,Female,0,Yes,No,60,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,38.24,2304.65,Yes
CUST-03695,Male,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,Yes,Yes,One year,No,Mailed check,22.63,47.45,Yes
CUST-03696,Female,0,Yes,No,64,No,No phone service,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer,90.41,5802.04,Yes
CUST-03697,Male,1,No,Yes,11,Yes,Yes,DSL,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,89.82,950.93,Yes
CUST-03698,Female,0,No,Yes,12,Yes,Yes,DSL,No,Yes,No,Month-to-month,No,Mailed check,79.46,929.86,No
CUST-03699,Male,0,Yes,Yes,33,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,73.72,2387.28,Yes
CUST-03700,Male,0,No,No,58,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Mailed check,56.91,3336.73,Yes
CUST-03701,Female,0,Yes,No,72,Yes,No phone service,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,114.96,8309.96,Yes
CUST-03702,Female,1,No,No,30,Yes,No,DSL,No,Yes,Yes,One year,No,Bank transfer,99.65,2984.59,No
CUST-03703,Female,0,No,No,70,Yes,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,110.58,7734.36,No
CUST-03704,Male,0,Yes,No,12,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer,49.79,640.08,No
CUST-03705,Male,1,Yes,Yes,53,Yes,Yes,DSL,No,Yes,No internet service,Month-to-month,Yes,Mailed check,117.78,6259.86,No
CUST-03706,Male,0,Yes,No,1,Yes,No,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,34.87,55.8,Yes
CUST-03707,Female,0,No,Yes,32,Yes,No,Fiber optic,No internet service,No,No internet service,Two year,Yes,Mailed check,23.74,745.61,No
CUST-03708,Male,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,No,Bank transfer,50.62,2459.54,Yes
CUST-03709,Male,0,Yes,No,6,Yes,No phone service,DSL,No internet service,Yes,No,Month-to-month,Yes,Credit card,38.53,192.62,No
CUST-03710,Female,0,No,No,17,Yes,No,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer,70.79,1160.68,Yes
CUST-03711,Male,0,Yes,Yes,50,Yes,No,Fiber optic,Yes,No internet service,No internet service,Two year,Yes,Mailed check,53.72,2726.55,No
CUST-03712,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,35.52,289.28,No
CUST-03713,Female,0,Yes,Yes,54,Yes,Yes,Fiber optic,No,No,No internet service,Month-to-month,No,Mailed check,104.11,5594.64,Yes
CUST-03714,Male,0,No,Yes,42,Yes,No,Fiber optic,No internet service,No,No,Two year,No,Bank transfer,69.81,2885.76,No
CUST-03715,Female,0,No,Yes,58,Yes,No,DSL,No,Yes,Yes,One year,No,Bank transfer,29.17,1676.5,No
CUST-03716,Female,0,No,No,29,Yes,Yes,DSL,No,No,Yes,One year,Yes,Electronic check,25.68,789.91,No
CUST-03717,Female,0,No,No,58,Yes,No,Fiber optic,No internet service,Yes,Yes,Two year,No,Mailed check,57.08,3291.15,No
CUST-03718,Female,0,Yes,No,8,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card,110.61,921.4,Yes
CUST-03719,Female,0,No,Yes,67,Yes,No,DSL,No,No,Yes,Month-to-month,Yes,Bank transfer,69.82,4709.58,No
CUST-03720,Male,0,Yes,No,38,Yes,Yes,No,No,No internet service,No,Month-to-month,Yes,Bank transfer,32.19,1267.66,No
CUST-03721,Male,0,Yes,No,10,Yes,No phone service,No,No,No,No internet service,One year,No,Bank transfer,43.16,431.27,Yes
CUST-03722,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,23.05,65.25,Yes
CUST-03723,Female,0,Yes,Yes,22,Yes,Yes,DSL,No,No internet service,No,Month-to-month,No,Credit card,102.85,2286.88,Yes
CUST-03724,Male,0,No,No,62,Yes,No phone service,No,No,No,No,One year,Yes,Electronic check,114.5,7135.8,No
CUST-03725,Female,0,Yes,No,21,Yes,No,DSL,No,Yes,No,One year,No,Credit card,25.94,568.07,No
CUST-03726,Female,0,No,No,60,Yes,No,Fiber optic,No,No,No internet service,Month-to-month,Yes,Credit card,35.64,2134.52,No
CUST-03727,Female,1,No,No,25,Yes,No,DSL,Yes,Yes,No internet service,One year,No,Bank transfer,35.45,928.16,Yes
CUST-03728,Male,0,No,Yes,11,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer,99.98,1129.83,Yes
CUST-03729,Male,0,No,Yes,31,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Mailed check,103.61,3226.02,Yes
CUST-03730,Female,0,Yes,No,8,Yes,Yes,DSL,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,60.77,484.46,Yes
CUST-03731,Female,1,No,No,68,Yes,No,DSL,Yes,No,No internet service,One year,Yes,Electronic check,116.87,7906.62,No
CUST-03732,Male,0,Yes,No,70,Yes,Yes,Fiber optic,No,No,No internet service,Month-to-month,Yes,Electronic check,44.47,3144.45,Yes
CUST-03733,Male,0,No,No,32,Yes,No,DSL,No,No,No,Month-to-month,Yes,Mailed check,71.56,2281.56,Yes
CUST-03734,Female,0,No,No,23,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,119.62,2737.2,No
CUST-03735,Female,1,Yes,Yes,68,Yes,No,Fiber optic,No,No,Yes,Two year,Yes,Credit card,102.36,6933.54,No
CUST-03736,Male,0,No,No,37,No,Yes,Fiber optic,Yes,No,Yes,Month-to-month,No,Bank transfer,67.69,2508.69,Yes
CUST-03737,Male,0,No,No,10,Yes,Yes,DSL,No,No,No,Month-to-month,No,Credit card,29.07,323.69,Yes
CUST-03738,Male,1,No,Yes,31,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card,110.24,3396.4,No
CUST-03739,Female,1,No,No,63,Yes,No,DSL,No,No,No internet service,Month-to-month,Yes,Electronic check,73.3,4659.97,Yes
CUST-03740,Male,1,No,Yes,71,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer,49.45,3500.64,No
CUST-03741,Female,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Electronic check,64.02,1263.32,No
CUST-03742,Male,0,No,No,33,No,No,DSL,No,No,Yes,Month-to-month,Yes,Electronic check,49.71,1658.09,Yes
CUST-03743,Male,0,No,No,41,Yes,No,DSL,No,No internet service,Yes,Month-to-month,No,Bank transfer,74.21,3029.33,No
CUST-03744,Male,0,Yes,Yes,7,Yes,No phone service,No,Yes,Yes,Yes,One year,Yes,Mailed check,45.84,369.24,No
CUST-03745,Male,0,No,No,65,Yes,No,DSL,No,No,No internet service,Month-to-month,No,Mailed check,63.49,4136.28,No
CUST-03746,Female,0,Yes,No,20,Yes,Yes,Fiber optic,No,No,No internet service,Month-to-month,Yes,Mailed check,61.48,1256.46,Yes
CUST-03747,Female,0,No,No,69,No,Yes,Fiber optic,No internet service,No,No,One year,Yes,Bank transfer,80.84,5573.14,Yes
CUST-03748,Male,0,No,No,4,Yes,Yes,DSL,Yes,No,No,Month-to-month,Yes,Credit card,19.44,39.69,No
CUST-03749,Female,0,Yes,Yes,66,Yes,No,Fiber optic,No internet service,No,No internet service,Two year,Yes,Credit card,79.07,5265.02,No
CUST-03750,Male,0,No,Yes,42,Yes,No,Fiber optic,No,No internet service,No,One year,No,Bank transfer,78.5,3279.17,Yes
CUST-03751,Male,0,No,Yes,15,Yes,No,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Electronic check,58.01,911.94,Yes
CUST-03752,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,No internet service,Month-to-month,Yes,Electronic check,43.18,3149.72,Yes
CUST-03753,Male,0,Yes,Yes,34,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer,103.6,3481.9,Yes
CUST-03754,Female,0,No,Yes,42,Yes,No phone service,DSL,No,No,No internet service,Month-to-month,No,Electronic check,53.17,2194.61,Yes
CUST-03755,Male,0,Yes,No,38,Yes,No phone service,Fiber optic,Yes,No,No,Month-to-month,Yes,Electronic check,49.8,1903.6,Yes
CUST-03756,Male,0,No,No,9,Yes,No,DSL,No,Yes,No,Month-to-month,Yes,Mailed check,65.24,540.75,Yes
CUST-03757,Female,0,Yes,No,19,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer,46.35,872.77,No
CUST-03758,Male,0,No,Yes,0,Yes,No phone service,DSL,No,No,No internet service,Two year,Yes,Mailed check,102.74,2.78,No
CUST-03759,Male,0,Yes,No,5,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,One year,No,Credit card,75.62,347.78,No
CUST-03760,Male,0,Yes,Yes,52,Yes,No,Fiber optic,No,No internet service,No internet service,Month-to-month,No,Credit card,94.95,4964.42,Yes
CUST-03761,Female,1,Yes,No,45,Yes,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card,94.03,4224.51,Yes
CUST-03762,Male,0,Yes,Yes,65,Yes,No,Fiber optic,Yes,No,No internet service,One year,Yes,Credit card,98.4,6388.31,No
CUST-03763,Female,1,Yes,No,37,Yes,No,Fiber optic,Yes,No,No,One year,No,Electronic check,106.66,3919.86,Yes
CUST-03764,Male,1,Yes,No,32,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,111.79,3616.06,Yes
CUST-03765,Male,0,Yes,No,66,Yes,No,Fiber optic,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,57.13,3721.7,Yes
CUST-03766,Female,1,Yes,Yes,34,Yes,No phone service,No,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer,63.26,2101.53,No
CUST-03767,Male,0,Yes,No,44,Yes,No,DSL,No,No,No internet service,Month-to-month,No,Electronic check,23.11,1066.39,Yes
CUST-03768,Male,0,No,No,21,No,No,Fiber optic,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer,112.42,2312.93,Yes
CUST-03769,Female,0,Yes,Yes,67,Yes,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,77.89,5184.14,Yes
CUST-03770,Female,0,No,No,16,Yes,Yes,No,No internet service,No,No internet service,Month-to-month,No,Credit card,90.66,1488.85,Yes
CUST-03771,Female,1,Yes,No,4,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,62.47,261.45,Yes
CUST-03772,Female,0,No,No,56,No,No,Fiber optic,Yes,No internet service,Yes,Month-to-month,No,Credit card,66.33,3726.98,No
CUST-03773,Female,0,No,No,39,Yes,Yes,No,No internet service,No,Yes,Two year,No,Mailed check,73.4,2860.17,No
CUST-03774,Male,0,Yes,No,29,Yes,Yes,DSL,No internet service,Yes,Yes,Month-to-month,No,Bank transfer,99.13,,No
CUST-03775,Female,0,Yes,No,41,Yes,Yes,DSL,No,Yes,No internet service,Month-to-month,No,Electronic check,80.52,3288.03,Yes
CUST-03776,Male,0,No,No,6,No,No,DSL,Yes,No,No,Two year,Yes,Bank transfer,100.74,626.23,Yes
CUST-03777,Male,0,No,No,70,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer,40.1,2805.54,No
CUST-03778,Male,1,Yes,No,18,Yes,Yes,Fiber optic,Yes,Yes,No,One year,Yes,Credit card,39.0,724.98,No
CUST-03779,Female,0,Yes,No,40,Yes,Yes,Fiber optic,No,No,No internet service,One year,Yes,Electronic check,39.09,1514.33,No
CUST-03780,Female,0,Yes,No,33,Yes,Yes,DSL,No,Yes,Yes,Month-to-month,Yes,Mailed check,18.49,625.75,No
CUST-03781,Male,0,No,Yes,21,Yes,No,DSL,No,No,Yes,Two year,No,Electronic check,36.26,770.75,No
CUST-03782,Female,0,Yes,No,51,Yes,No phone service,Fiber optic,No,No,No,One year,Yes,Bank transfer,30.11,1583.05,No
CUST-03783,Female,0,Yes,Yes,5,No,Yes,Fiber optic,No,No,No,One year,No,Credit card,64.28,362.1,No
CUST-03784,Female,0,Yes,Yes,24,Yes,Yes,DSL,No,No,No internet service,One year,Yes,Bank transfer,30.98,753.55,No
CUST-03785,Female,0,Yes,Yes,65,No,No,Fiber optic,No internet service,Yes,Yes,One year,No,Bank transfer,60.42,3934.92,No
CUST-03786,Male,1,Yes,No,9,Yes,No,DSL,No,No,Yes,One year,Yes,Electronic check,119.95,1038.81,Yes
CUST-03787,Male,0,No,Yes,25,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,No,Bank transfer,69.34,1777.61,Yes
CUST-03788,Female,1,No,No,4,Yes,Yes,DSL,No,No internet service,No,One year,No,Electronic check,112.31,469.93,Yes
CUST-03789,Male,0,Yes,No,67,Yes,No phone service,Fiber optic,No,No,No internet service,One year,No,Electronic check,89.59,6002.75,No
CUST-03790,Female,0,Yes,Yes,70,Yes,No,DSL,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer,109.22,7681.14,Yes
CUST-03791,Female,0,No,Yes,49,Yes,No phone service,Fiber optic,No,No,No,Two year,No,Credit card,81.81,4031.76,No
CUST-03792,Male,1,Yes,No,16,No,Yes,DSL,No,Yes,No internet service,Two year,No,Bank transfer,100.63,1616.44,No
CUST-03793,Male,0,No,No,10,Yes,No,Fiber optic,No,No,Yes,Month-to-month,No,Credit card,48.89,492.81,Yes
CUST-03794,Male,1,Yes,No,52,Yes,No,Fiber optic,No,No,No,Month-to-month,No,Bank transfer,55.93,2950.99,No
CUST-03795,Female,1,No,No,49,Yes,No,Fiber optic,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,115.95,5711.46,No
CUST-03796,Male,0,No,No,7,Yes,No phone service,Fiber optic,No,Yes,No,Month-to-month,Yes,Mailed check,45.29,307.34,Yes
CUST-03797,Female,0,Yes,No,61,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,60.98,3732.66,No
CUST-03798,Male,0,No,No,28,Yes,No,No,No,No internet service,No,Month-to-month,No,Bank transfer,84.42,2333.4,Yes
